Mebol, 101 FW, 101 TC, 101 TW, 102 FC, 102 FW, 102 TC, 102 TW, 103 FC, 103 FW, 103 TC, 103 TW, 104 FC, 104 FW, 104 TC, 104 TW, 105 FC, 105 FW, 105 TC, 105 TW, 110 FC, 110 FW, 110 TC, 110 TW, 111 FC, 111 FW, 111 TC, 111 TW, 112 FC, 112 FW, 112 TC, 112 TW, 113 FC, 113 FW, 113 TC, 113 TW, 114 FC, 114 FW, 114 TC, 114 TW, 124 FC, 124 FW, 124 NB FC, 124 TC, 124 TW, 125 FC, 125 FW, 125 TC, 125 TW, 126 FC, 126 FW, 126 TC, 126 TW, 127 FC, 127 FW, 127 TC, 127 TW, 128 FC, 128 FW, 128 TC, 128 TW, 201 FC, 201 FW, 201 TC, 201 TW, 202 FC, 202 FW, 202 TC, 202 TW, 203 FC, 203 FW, 203 TC, 203 TW, 204 FC, 204 FW, 204 TC, 204 TW, 205 FC, 205 FW, 205 TC, 205 TW, 210 FC, 210 FW, 210 TC, 210 TW, 211 FC, 211 FW, 211 TC, 211 TW, 212 FC, 212 FW, 212 TC, 212 TW, 213 FC, 213 FW, 213 TC, 213 TW, 214 FC, 214 FW, 214 NB FW, 214 TC, 214 TW, 215 FC, 215 FW, 215 TC, 215 TW, 216 FC, 216 FW, 216 TC, 216 TW, 217 FC, 217 FW, 217 TC, 217 TW, 218 FC, 218 FW, 218 TC, 218 TW, 219 FC, 219 FW, 219 TC, 219 TW, 226 FC, 226 FW, 226 TC, 226 TW, 227 FC, 227 FW, 227 TC, 227 TW, 228 FC, 228 FW, 228 TC, 228 TW, 229 FC, 229 FW, 229 TC, 229 TW, 230 FC, 230 FW, 230 TC, 230 TW,101 FC
TG 50:3 [M+NH4]+_436,3246,13324,5150,14907,4486,4692,1876,17197,2442,16721,6783,23568,2177,7295,3115,5706,2464,5484,3229,5313,1129,5230,3065,4562,1956,5593,2097,7634,2129,7319,3637,3959,1259,3003,1827,10232,2641,8065,2552,6020,1120,10762,2925,1465,21591,4120,7030,3405,2757,NAN,2562,2117,7089,7694,11260,7195,2097,1130,3051,1084,18328,NAN,3146,2080,14883,1457,10850,2395,5329,1301,7400,1277,2331,1415,3763,2389,3219,1771,2975,2073,4748,2002,8124,2903,5680,1445,3309,1347,3175,1198,3909,1237,37083,NAN,1822,NAN,5667,3474,NAN,14891,3613,4519,1867,3328,2397,40061,2511,6559,2436,11017,2508,7594,2358,37989,6340,19196,6328,8028,2539,6438,1349,7078,1189,7177,1287,3148,1995,1763,1928,5577,1530,3452,1317,17720,1376,3632,2412,7765,1554,15497,1304,12061
TG 51:0 [M+NH4]+_4039,NAN,1355,NAN,1054,NAN,1072,NAN,1330,NAN,1440,1175,1350,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1410,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1015,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1202,NAN,NAN,NAN,NAN,1125,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1017,NAN,NAN,NAN,1017,NAN,NAN,NAN,1205,NAN,NAN,NAN,NAN,NAN,1066,NAN,NAN,NAN,NAN,NAN,1015,NAN,1220,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1838,NAN,NAN,NAN,1110,NAN,NAN,1705,1189,NAN,NAN,NAN,NAN,1299,NAN,NAN,NAN,1905,NAN,2041,NAN,1992,NAN,1792,NAN,NAN,NAN,1138,NAN,1173,NAN,1327,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1167,NAN,NAN,NAN,NAN,NAN,1136,NAN,1157
TG 51:1 [M+NH4]+_2462,NAN,1665,NAN,2081,NAN,NAN,NAN,2891,NAN,2536,1753,3436,NAN,1326,NAN,NAN,NAN,NAN,NAN,1362,NAN,1435,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1035,NAN,NAN,NAN,NAN,NAN,1082,NAN,NAN,5745,1169,1803,1070,NAN,NAN,NAN,NAN,1146,1509,1476,1207,NAN,NAN,NAN,NAN,1328,NAN,NAN,NAN,1733,NAN,1148,NAN,1648,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1091,NAN,NAN,NAN,1236,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4510,NAN,NAN,NAN,NAN,1142,NAN,2318,1163,NAN,NAN,NAN,NAN,4861,NAN,NAN,NAN,2437,NAN,1914,NAN,4083,1228,2225,1246,1232,NAN,NAN,NAN,1353,NAN,1480,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3109,NAN,NAN,NAN,1001,NAN,1730,NAN,1607
TG 51:1 [M+NH4]+_1326,NAN,2537,1509,2573,1206,1271,NAN,3790,1281,4173,2608,5593,NAN,1999,1281,1035,NAN,NAN,NAN,2247,NAN,1774,1322,1077,NAN,NAN,NAN,1885,NAN,1889,1429,1342,NAN,1022,NAN,2147,1374,2155,1404,1708,NAN,2216,NAN,NAN,4926,1818,2772,1383,1017,NAN,NAN,NAN,1360,1688,1721,NAN,NAN,NAN,1119,NAN,3248,NAN,1058,NAN,3569,NAN,2777,1151,1060,NAN,NAN,NAN,1349,NAN,NAN,1391,NAN,NAN,NAN,NAN,1379,1067,NAN,1409,2374,NAN,1748,NAN,1257,NAN,1166,NAN,7958,NAN,1161,NAN,2556,2184,NAN,4071,1970,1455,NAN,NAN,NAN,7123,NAN,1759,NAN,3531,1687,2951,NAN,4973,1686,3162,1868,2755,1520,2370,NAN,2288,NAN,2507,NAN,1222,1092,NAN,NAN,1604,NAN,1409,NAN,4196,NAN,1231,NAN,1782,NAN,3281,NAN,NAN
TG 51:2 [M+NH4]+_1224,1233,2685,1511,3789,1841,1526,NAN,5227,1313,5081,2776,7266,NAN,1885,1024,1647,1151,1504,1152,2102,1087,2311,1420,NAN,1043,NAN,NAN,1454,1216,1582,1476,1402,NAN,NAN,NAN,1747,1563,1625,1150,1635,NAN,2463,NAN,NAN,9983,2050,2983,1764,1098,NAN,NAN,1274,2407,3070,2903,2219,NAN,NAN,1008,NAN,3310,NAN,NAN,NAN,3656,NAN,2072,NAN,2164,1029,1060,NAN,NAN,NAN,1121,1026,NAN,NAN,NAN,NAN,1851,1125,1776,1849,2139,NAN,1173,NAN,1077,NAN,NAN,NAN,10351,NAN,NAN,NAN,2085,2546,NAN,4001,2033,1649,1191,1120,NAN,10735,1070,1894,1101,3839,1512,2736,1304,9306,2195,4678,2426,2515,1528,1593,NAN,2132,NAN,2312,NAN,NAN,1101,NAN,NAN,1516,NAN,NAN,NAN,4836,NAN,1024,NAN,1831,NAN,2937,NAN,2424
TG 51:2 [M+NH4]+_4610,NAN,NAN,1126,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010,NAN,NAN,NAN,NAN,NAN,1050,NAN,1237,NAN,NAN,NAN,NAN,1025,1430,NAN,NAN,NAN,NAN,NAN,NAN,1173,NAN,NAN,NAN,NAN,NAN,NAN,1342,2004,1043,NAN,NAN,NAN,NAN,1479,1284,NAN,1035,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1137,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1351,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1325,NAN,1203,NAN,1288,NAN,1056,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TG 51:2 [M+NH4]+_1642,NAN,2081,NAN,2272,NAN,1189,NAN,3224,NAN,3520,1690,4823,NAN,1941,NAN,NAN,NAN,NAN,NAN,1884,NAN,1607,NAN,NAN,NAN,NAN,NAN,1861,NAN,1894,NAN,NAN,NAN,NAN,NAN,2222,1520,2437,NAN,1797,NAN,2136,NAN,NAN,4205,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1847,NAN,NAN,NAN,NAN,NAN,3641,NAN,1017,NAN,3341,NAN,2652,NAN,1367,NAN,1850,NAN,1001,NAN,1482,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1304,1585,2094,NAN,1475,NAN,1308,NAN,1214,NAN,8696,NAN,1017,NAN,2221,1680,NAN,4091,1596,1294,NAN,1146,NAN,8263,NAN,1719,NAN,3079,NAN,2106,NAN,4833,NAN,2649,NAN,2406,NAN,1857,NAN,2154,NAN,2335,NAN,1149,NAN,NAN,NAN,1337,NAN,1237,NAN,3540,NAN,NAN,NAN,1747,NAN,3483,NAN,2007
TG 51:3 [M+NH4]+_3050,NAN,1577,NAN,1974,NAN,NAN,NAN,2002,NAN,1943,1097,2804,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1101,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1114,NAN,NAN,3572,NAN,1146,NAN,NAN,NAN,NAN,NAN,1084,1602,1722,1091,NAN,NAN,NAN,NAN,1456,NAN,NAN,NAN,1765,NAN,1195,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1199,1066,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4563,NAN,NAN,NAN,NAN,NAN,NAN,1584,NAN,NAN,NAN,NAN,NAN,4683,NAN,1173,NAN,1964,NAN,1208,NAN,5406,1106,2711,1332,1509,NAN,NAN,NAN,1273,NAN,1530,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2700,NAN,NAN,NAN,NAN,NAN,1960,NAN,1481
TG 51:3 [M+NH4]+_6312,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1296,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1222,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1007,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2676,NAN,NAN,NAN,NAN,NAN,NAN,1258,NAN,NAN,NAN,NAN,NAN,2678,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1796,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1221,NAN,NAN,NAN,NAN,NAN,1066,NAN,NAN
TG 52:0 [M+NH4]+_2199,NAN,1932,NAN,2430,NAN,1961,NAN,1500,NAN,1799,1145,2295,NAN,NAN,NAN,1387,NAN,1034,NAN,1501,NAN,1101,NAN,NAN,NAN,1112,NAN,1007,NAN,1039,NAN,1063,NAN,NAN,NAN,1098,NAN,1058,NAN,2102,NAN,NAN,NAN,NAN,1628,NAN,1088,NAN,1211,NAN,1216,NAN,1145,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1859,NAN,NAN,NAN,1224,NAN,1273,NAN,2926,NAN,1919,NAN,1169,NAN,1456,NAN,NAN,NAN,1096,NAN,1467,NAN,2225,NAN,1169,NAN,1442,NAN,NAN,NAN,1175,NAN,2764,NAN,1267,NAN,1087,NAN,NAN,2285,1692,1666,NAN,1971,1122,2443,NAN,1535,NAN,2599,NAN,2998,NAN,1935,NAN,2268,NAN,NAN,NAN,1859,NAN,2346,NAN,4390,NAN,1059,NAN,1723,NAN,1271,NAN,1214,NAN,1811,NAN,1481,1087,NAN,NAN,1391,NAN,1987
TG 52:0 [M+NH4]+_1063,1572,3738,1949,3160,1032,2774,1064,4777,1238,4351,3321,4435,NAN,1548,1101,2318,1219,2097,1363,5478,NAN,2262,1242,1376,NAN,1439,1012,2451,1048,2714,1276,2348,NAN,1604,1122,2911,1253,2136,1453,2911,NAN,1656,1616,1013,4151,1556,2389,1363,2443,NAN,2023,1206,1970,1549,1777,1150,NAN,NAN,1670,NAN,2788,1013,1614,1189,2382,NAN,2452,1134,4269,NAN,2064,NAN,2438,NAN,2612,1276,1342,NAN,1561,NAN,3124,1462,4482,1463,2394,NAN,2322,NAN,2304,NAN,1938,NAN,5472,NAN,1824,NAN,2978,1922,NAN,5363,2868,2325,1437,1951,1371,3920,1271,2615,1045,5505,1932,6279,1951,6338,1929,5306,1741,2102,1319,3106,1437,2629,NAN,3185,NAN,1463,1024,1679,NAN,1979,NAN,2466,NAN,3851,NAN,2291,1562,2014,NAN,3306,NAN,3678
TG 52:1 [M+NH4]+_591,2385,6702,3567,6908,2312,2831,1252,11840,2831,11397,6866,14427,1669,5207,2289,2376,1789,2617,2282,4785,1171,3802,2571,2116,1574,1777,1544,4611,2573,4920,3137,2873,1374,2124,1321,5402,2898,6021,3097,4521,1377,6481,2355,1629,15852,4039,6909,3170,2245,NAN,1865,1552,3554,4251,4863,3103,1958,1435,3014,1449,9147,NAN,2009,1615,9136,1248,5953,1782,2633,1207,2752,1143,2586,1719,4129,2858,1772,1346,1587,1283,3074,1844,3333,2266,5148,1878,3332,1346,2498,1089,2144,1354,21876,NAN,1856,NAN,5708,4802,NAN,11854,4647,3159,2156,2371,1757,18797,1739,3482,1600,8850,3208,6333,2801,14280,3255,7987,3908,5565,2764,4439,1644,4379,1633,4681,1604,2204,1945,1152,1288,3338,1485,3056,1305,10883,1014,2653,1504,4460,1386,8551,1154,5898
TG 52:1 [M+NH4]+_283,7394,21286,10951,30515,9552,12520,5630,24406,7779,22753,16829,57187,4486,13980,7799,8012,5593,7058,5938,11698,3133,11236,5261,5467,4170,4620,3546,7430,3897,8458,5341,6985,4266,5215,4038,8021,4304,9164,6320,13034,4119,15811,6518,3979,37032,6909,8998,7485,7799,3767,6323,7407,7143,10711,10245,9098,2804,1843,6138,1956,18313,2764,5803,5292,20550,3591,10151,5058,18471,3987,7339,3765,5506,3977,7991,6697,4755,3862,4367,4284,12906,7930,13002,3117,6506,3421,4758,4688,5529,3225,5342,3629,53326,1402,3484,1968,8920,9991,NAN,23970,12083,9429,6165,8526,6404,57256,5954,8705,5707,22548,7142,15277,6726,38163,8945,19482,9555,12848,6473,8223,3303,18056,4939,18322,5413,7628,6279,3570,5717,7310,2451,5973,2717,35896,3520,7533,5156,7390,2833,11745,3656,21565
TG 52:1 [M+Na]+_2825,NAN,1867,1229,1677,NAN,1246,NAN,1814,NAN,1729,1303,2380,NAN,1294,NAN,1015,NAN,NAN,NAN,1241,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1177,NAN,1514,NAN,NAN,1806,NAN,1135,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1256,NAN,NAN,NAN,NAN,NAN,1730,NAN,NAN,NAN,1597,NAN,1219,NAN,1571,NAN,NAN,NAN,NAN,NAN,1147,NAN,NAN,NAN,NAN,NAN,1152,NAN,1472,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2505,NAN,NAN,NAN,NAN,NAN,NAN,1999,1089,1049,NAN,NAN,NAN,2590,NAN,1205,NAN,1729,NAN,1615,NAN,2429,NAN,1866,NAN,1402,NAN,1081,NAN,1761,NAN,1993,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2393,NAN,1123,NAN,NAN,NAN,1178,NAN,1788
TG 52:2 [M+NH4]+_77,28736,96176,46794,144856,100823,93571,49563,141516,44116,137695,93918,189896,32330,79956,39914,71033,36141,58868,45873,43346,8801,40631,24706,30760,18469,32829,17070,47194,20636,45372,32673,42588,17955,32384,19387,43427,18279,45353,24024,52647,12447,109904,20963,12620,173385,51660,76689,46692,36335,20075,28308,40973,54586,76682,84447,69736,20249,11747,27136,10758,127506,7451,32774,24497,138230,12791,77381,18390,48691,17413,45235,15537,23652,13835,34082,26871,35416,22063,31276,26718,65250,32236,83615,13580,48521,15581,30708,20160,28432,11882,26089,15411,210096,4788,17026,5465,42188,54017,5120,87751,47355,63864,35739,50746,37623,212090,37648,76114,36817,117199,30239,72933,26729,188247,59277,121502,62108,86885,30350,53721,11959,53374,12444,53614,13570,39671,20339,17502,26490,54269,13845,34086,12840,138903,12411,34546,20158,57960,14473,87262,15386,89725
TG 52:2 [M+NH4]+_4956,NAN,NAN,NAN,1395,1024,1073,NAN,1115,NAN,1455,NAN,2024,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1199,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1477,NAN,NAN,NAN,1511,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2624,NAN,NAN,NAN,NAN,NAN,NAN,1090,NAN,NAN,NAN,NAN,NAN,2932,NAN,NAN,NAN,1131,NAN,NAN,NAN,2411,NAN,1172,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1005,NAN,NAN,NAN,NAN,NAN,1025,NAN,NAN
TG 52:2 [M+NH4]+_845,1516,3839,1851,4338,1816,1655,NAN,6685,1728,6994,3139,8269,1213,3193,1755,1436,1200,1783,1351,2828,NAN,2895,2135,1692,1289,1920,1244,3223,1797,3298,2028,2143,1081,1632,1287,4290,2649,3934,1983,3057,NAN,3581,1368,1056,8159,2216,3287,1791,1418,NAN,1376,1058,2262,2666,3274,1971,1088,1195,1433,1024,6559,NAN,1323,1151,5504,NAN,3873,1600,2039,1095,2897,1101,1522,1059,2084,1794,1217,1171,1065,1151,1434,NAN,1785,2356,3174,1507,2039,NAN,1932,NAN,1581,NAN,13955,NAN,1461,NAN,3132,2655,NAN,7079,2648,1829,1333,1414,1317,13151,1107,2175,1146,4253,1699,3271,1394,8711,1845,4547,2332,3370,2020,2811,1151,3495,NAN,3491,1213,1413,1468,NAN,1045,2215,1246,1971,NAN,6660,NAN,1545,1186,2686,NAN,5675,NAN,3110
TG 52:2 [M+Na]+_861,1697,3538,2521,2862,2405,2721,1998,3834,2269,3814,3265,4014,1877,3234,2286,3909,2074,3343,2224,3217,NAN,2284,1519,1712,1069,2034,1403,2331,1394,2328,1906,2758,1320,2353,1525,2556,1418,2264,1640,2407,NAN,4057,1644,NAN,3858,2279,3338,2437,2046,1140,1793,2157,2681,2707,3501,2653,1603,1017,1885,1023,3942,NAN,2252,1608,4388,NAN,4370,1530,2913,1314,3181,1302,2098,1407,2727,1862,2448,1561,2528,1736,3393,1815,4790,1098,3066,1491,2657,1611,2539,1104,2254,1399,4826,NAN,1800,NAN,2280,2454,NAN,3352,2438,3336,1746,3368,2457,4606,1945,4434,2180,4194,1541,3833,1606,4115,2622,5168,2510,3601,1868,3753,1146,2579,NAN,2972,1097,2420,1464,1797,1927,3375,1129,2530,1099,4622,NAN,2924,1704,3330,1189,4198,1409,3259
TG 52:3 [M+NH4]+_129,16647,72822,30741,112446,56362,52192,21962,73394,13451,70934,38336,121246,13286,37202,18402,44928,19612,37484,25588,18418,2779,19473,11587,23276,8335,23792,8931,23037,6481,21186,10787,16001,4816,12653,6432,21814,5207,17592,6618,31332,3445,66515,11452,3843,104839,19634,31265,19309,17351,8263,14271,20080,30842,40174,50091,36849,7649,3229,9916,2882,81509,3609,15557,11466,89080,5843,47856,9033,31608,6075,39274,5653,8869,5245,13919,9307,20340,10101,16388,13975,39468,15226,59634,7289,20211,4531,12944,6129,17736,4884,17705,6112,154034,1520,6445,1714,15290,11915,2982,42671,10905,29820,12684,24144,15967,170753,17955,43353,17568,62289,12024,36491,10023,154739,36148,95210,36647,40710,10180,24391,3148,38155,4670,39068,4440,25716,8881,9560,17234,28549,5271,14891,4766,110152,8257,21417,13459,36050,6661,58139,6431,66985
TG 52:3 [M+NH4]+_4147,NAN,1052,NAN,1441,NAN,NAN,NAN,1635,NAN,1587,NAN,2459,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1318,NAN,1063,NAN,NAN,NAN,NAN,NAN,NAN,1671,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1060,NAN,NAN,NAN,NAN,NAN,1993,NAN,NAN,NAN,1272,NAN,1069,NAN,NAN,NAN,1701,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4263,NAN,NAN,NAN,NAN,NAN,NAN,1834,NAN,NAN,NAN,NAN,NAN,4170,NAN,NAN,NAN,1009,NAN,NAN,NAN,2738,NAN,1254,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2002,NAN,NAN,NAN,NAN,NAN,1966,NAN,NAN
TG 52:4 [M+NH4]+_890,NAN,5582,NAN,NAN,NAN,1918,NAN,10610,NAN,10266,5926,NAN,1746,NAN,NAN,6393,NAN,6141,2290,NAN,NAN,3692,NAN,2897,NAN,NAN,NAN,5212,1683,7061,3320,3594,NAN,3525,NAN,5082,1906,6477,NAN,5581,NAN,4915,5587,NAN,NAN,NAN,NAN,NAN,5053,NAN,4691,2281,NAN,NAN,4780,NAN,3878,NAN,4599,1249,5135,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9790,NAN,NAN,NAN,2339,NAN,3140,NAN,4024,NAN,3008,NAN,4107,NAN,4504,NAN,4159,NAN,2372,NAN,2496,NAN,3808,NAN,3535,NAN,1764,NAN,5152,5157,NAN,13953,NAN,5657,NAN,6660,4434,NAN,NAN,3616,NAN,7795,NAN,8236,2370,NAN,2862,11232,3111,NAN,NAN,2154,NAN,4321,NAN,4372,NAN,1728,NAN,NAN,1903,2278,NAN,NAN,NAN,4662,NAN,1992,1916,3242,NAN,2898,1364,NAN
TG 52:4 [M+NH4]+_342,6278,27672,11210,40901,22560,20664,8749,14274,NAN,14325,6926,28789,3644,9199,4537,11909,5119,9502,6613,5407,NAN,6273,NAN,8327,NAN,8373,NAN,6372,NAN,7004,NAN,3943,NAN,1869,NAN,6162,NAN,5535,2712,8720,NAN,16556,3491,NAN,25792,4540,7025,NAN,4031,NAN,NAN,4307,11375,13274,16560,11973,NAN,NAN,2783,NAN,21094,NAN,4236,NAN,24223,NAN,16697,NAN,10664,NAN,15535,NAN,2870,NAN,3829,NAN,6673,NAN,5625,NAN,10630,NAN,18560,NAN,5079,NAN,3382,NAN,6780,NAN,7102,NAN,43344,NAN,2117,NAN,4182,2867,NAN,11462,NAN,7162,NAN,6211,NAN,51527,4623,10726,NAN,15277,NAN,9901,NAN,62203,10492,32117,11337,10478,NAN,6859,NAN,14516,NAN,15111,NAN,7795,NAN,3066,5433,10159,NAN,4097,NAN,33150,2997,6986,5040,10492,NAN,17063,NAN,27433
TG 52:6 [M+NH4]+_6682,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1473,NAN,1126,1178,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1056,NAN,1283,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1084,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1946,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1880,NAN,1228,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TG 53:0 [M+NH4]+_6839,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1021,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1398,NAN,NAN,NAN,NAN,NAN,NAN,1056,NAN,NAN,NAN,NAN,NAN,1111,NAN,NAN,NAN,1267,NAN,1248,NAN,1714,NAN,1166,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1236,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1091
TG 53:1 [M+NH4]+_661,3221,6697,4462,4900,3167,3484,2215,6393,3161,6387,4996,7831,2133,3660,2598,3572,2759,3622,3540,3455,1110,2997,1870,2078,1689,1780,1444,3514,2048,3763,2723,3087,1981,2443,2064,3215,2123,3573,2541,3394,1304,4555,2159,1509,5761,2861,3654,2279,2855,1427,2610,2472,2687,3665,3641,2774,1423,NAN,2043,1045,5553,NAN,2772,2531,6033,1562,4226,2052,3314,1656,2511,1461,2717,2021,3799,3004,2638,1913,2241,1883,4230,3202,4745,1866,3705,1649,2549,1799,2713,1491,2530,1879,9396,NAN,1939,NAN,4600,4524,NAN,7020,4370,3946,2862,3109,2852,10071,3114,5025,3432,7220,4100,6293,3746,10441,4736,7730,4911,5329,3062,4136,1742,5561,2585,4908,2594,3017,2781,1464,2008,2546,1244,2362,1191,5552,1317,2649,1881,3527,1434,4976,1698,6433
